TruthStatus	SDQC_Labels
2	[[3, 0.0], [3, 0.43959160521837776], [3, 1.0]]
2	[[3, 0.0], [3, 0.058953293777574925], [3, 0.6728282367260003], [3, 0.8036665145291343], [3, 1.0]]
2	[[3, 0.0], [3, 0.34805835216765973], [3, 0.661393055270187], [3, 1.0]]
2	[[1, 0.0], [3, 1.0]]
2	[[1, 0.0], [3, 1.0]]
2	[[1, 0.0], [3, 0.32086637471890167], [3, 0.686235057403243], [3, 1.0]]
2	[[1, 0.0], [3, 0.6985382631126398], [3, 0.8942390369733448], [3, 1.0]]
2	[[1, 0.0], [3, 0.11995747445514146], [3, 0.15356446754474043], [3, 1.0]]
2	[[1, 0.0], [3, 0.5426128773710928], [3, 0.6946299759551162], [3, 1.0]]
2	[[1, 0.0], [3, 0.13287536800785082], [3, 0.17010140660778542], [3, 1.0]]
2	[[3, 0]]
2	[[2, 0.0], [3, 1.0]]
2	[[2, 0.0], [3, 1.0]]
2	[[2, 0.0], [3, 0.6613059144037262], [3, 1.0]]
2	[[2, 0.0], [3, 0.5432264199878966], [3, 1.0]]
2	[[2, 0.0], [3, 0.0684626162272322], [3, 0.138408210055134], [3, 1.0]]
2	[[2, 0.0], [3, 0.07473952901681516], [3, 0.15109800065552279], [3, 0.33364123039639265], [3, 0.4590943853480727], [3, 1.0]]
2	[[2, 0.0], [3, 0.1522354845235687], [3, 0.30776856160226584], [3, 0.6795872951648796], [3, 0.9351203722435768], [3, 0.977604693505968], [3, 1.0]]
2	[[1, 0.0], [1, 0.8194774346793349], [1, 0.9115439429928741], [1, 0.9423277909738718], [1, 1.0]]
2	[[1, 0.0], [3, 0.002033677702757667], [1, 0.06194582282599854], [3, 0.1262303750101684], [3, 0.16505328235581226], [3, 1.0]]
2	[[1, 0.0], [1, 0.47187876135244555], [1, 0.5248933143669986], [3, 0.559962796804902], [3, 0.5656526972316446], [3, 0.6587153955575008], [3, 0.6751285698654119], [3, 1.0]]
2	[[1, 0.0], [1, 0.12471081550028919], [1, 0.1387218045112782], [3, 0.14799016772700982], [3, 0.14949392712550608], [3, 0.17314921920185078], [3, 0.1788316946211683], [3, 0.9893146327356853], [3, 1.0]]
2	[[1, 0.0], [1, 0.17604903347477605], [0, 1.0]]
2	[[1, 0.0], [1, 0.006835515552254312], [3, 0.8591145871261221], [3, 1.0]]
2	[[3, 0.0], [3, 1.0]]
2	[[1, 0.0], [3, 0.4158144631117604], [3, 0.5441928414901388], [3, 1.0]]
2	[[1, 0.0], [3, 0.055642441718391084], [3, 0.10603098577782122], [3, 1.0]]
2	[[1, 0.0], [3, 0.18051371491993023], [3, 0.9636118598382749], [3, 1.0]]
2	[[1, 0.0], [2, 0.12880081995216947], [1, 0.8155107618722242], [3, 1.0]]
2	[[1, 0.0], [2, 0.004292138669095463], [1, 0.23817384869357316], [1, 0.6353845278078215], [3, 1.0]]
2	[[1, 0.0], [2, 0.0074993535040082755], [1, 0.026377036462373934], [2, 0.04048059517415607], [1, 0.04893477352748105], [1, 1.0]]
2	[[1, 0.0], [2, 0.005325686194182712], [1, 0.018731723855401262], [2, 0.02874740425772366], [1, 0.06183164050911865], [1, 0.8718162426365679], [1, 1.0]]
2	[[3, 0.0], [3, 0.3924850673704681], [3, 0.5152104458952632], [3, 0.5269481872482289], [3, 1.0]]
2	[[2, 0.0], [1, 1.0]]
2	[[2, 0.0], [1, 1.0]]
2	[[2, 0.0], [3, 0.834436593529193], [2, 1.0]]
2	[[1, 0.0], [1, 1.0]]
2	[[1, 0.0], [1, 1.0]]
2	[[1, 0.0], [3, 0.8934455802766086], [3, 0.9589897775105232], [3, 1.0]]
2	[[1, 0.0], [3, 0.07713752822224404], [3, 0.08554039462059487], [1, 0.8929616177481103], [1, 1.0]]
2	[[1, 0.0], [3, 0.12553863832232118], [3, 0.13474829748044004], [3, 0.9364111056660527], [3, 1.0]]
2	[[1, 0.0], [3, 0.04371238165170277], [1, 0.045692733887386934], [1, 0.5219563209950714], [3, 0.7191014986148659], [1, 1.0]]
2	[[1, 0.0], [3, 0.062436435291126365], [3, 0.06923785914060514], [3, 0.2683225273328248], [3, 0.8084795321637427], [3, 0.9557748538011696], [3, 1.0]]
2	[[1, 0.0], [3, 0.0618555078008155], [3, 0.06859364914435051], [3, 0.2658259733308144], [3, 0.8009571939104835], [3, 0.9819738975739543], [3, 0.992395976007179], [3, 1.0]]
2	[[3, 0.0], [3, 0.013953718110197327], [3, 0.3050307475735349], [3, 0.594724753648959], [3, 1.0]]
2	[[3, 0.0], [3, 0.012416217998022195], [3, 0.27142072299747283], [3, 0.5291945940006593], [3, 1.0]]
2	[[3, 0.0], [3, 0.007605228089539783], [3, 0.1662516320954086], [3, 0.2624140205408461], [3, 1.0]]
2	[[1, 0]]
2	[[1, 0.0], [3, 1.0]]
2	[[1, 0.0], [3, 0.2943011555868008], [3, 1.0]]
2	[[1, 0.0], [3, 0.3354282995718256], [3, 1.0]]
2	[[1, 0.0], [3, 0.45027362660492526], [3, 1.0]]
2	[[1, 0.0], [3, 0.5111097837773265], [3, 0.9325648070720344], [3, 1.0]]
2	[[1, 0.0], [3, 0.24688876493104311], [3, 0.429821693050453], [3, 0.4825636192271442], [3, 0.7919463732712689], [3, 0.7929946719498355], [3, 1.0]]
2	[[3, 0]]
2	[[3, 0.0], [3, 0.8439103429651634], [3, 1.0]]
2	[[3, 0]]
2	[[3, 0]]
2	[[2, 0.0], [3, 0.06748816883542309], [3, 1.0]]
2	[[2, 0.0], [3, 0.2440141180959649], [3, 0.8838118859105218], [3, 0.893875798912525], [3, 0.9112849375178861], [3, 0.9443384527329963], [3, 0.959171992750167], [3, 1.0]]
2	[[2, 0.0], [3, 1.0]]
2	[[0, 0.0], [3, 1.0]]
2	[[3, 0]]
2	[[3, 0]]
2	[[2, 0]]
2	[[3, 0]]
2	[[3, 0]]
2	[[3, 0]]
2	[[1, 0.0], [1, 0.9662274000509294], [1, 1.0]]
2	[[1, 0.0], [1, 0.5533881465006472], [0, 0.712103257798115], [1, 1.0]]
2	[[1, 0.0], [1, 0.2647946543843121], [0, 0.3407393837886877], [3, 1.0]]
2	[[1, 0.0], [3, 0.1557876922179102], [3, 0.18645502027953664], [1, 0.19453765574392343], [3, 1.0]]
2	[[1, 0.0], [1, 1.0]]
2	[[1, 0.0], [3, 0.9370454671626048], [3, 0.942735801920835], [3, 1.0]]
2	[[3, 0.0], [1, 0.805150398033873], [3, 0.9369022813485067], [3, 1.0]]
2	[[1, 0.0], [3, 0.6459232341585283], [3, 1.0]]
2	[[3, 0]]
2	[[3, 0.0], [1, 0.5597675705589374], [1, 0.7902600996126176], [3, 1.0]]
2	[[3, 0.0], [3, 0.24377283294586516], [3, 0.5705745599468615], [3, 0.7100631019594819], [3, 1.0]]
2	[[3, 0.0], [3, 0.3461456331411488], [3, 0.5092889173606663], [3, 0.840486867392697], [3, 1.0]]
2	[[3, 0.0], [1, 0.49125789218067023], [3, 0.6398737251092763], [3, 0.8892666342884895], [3, 1.0]]
2	[[0, 0.0], [1, 0.6761381982563771], [3, 1.0]]
2	[[0, 0.0], [1, 0.02975107979086156], [3, 0.276355421686747], [3, 0.2895970675153444], [3, 0.9874261195726302], [3, 1.0]]
2	[[0, 0.0], [1, 0.19604905907686546], [0, 0.3766501263926599], [3, 0.8474861904316076], [3, 0.9533751521393128], [3, 1.0]]
2	[[0, 0.0], [1, 0.1695409278600923], [0, 0.3257226135535584], [3, 0.7328961217715165], [3, 0.824467654440936], [3, 1.0]]
2	[[0, 0.0], [1, 0.16503783102143757], [3, 0.5089848675914249], [1, 0.6265762925598991], [3, 0.8675914249684742], [3, 0.8912358133669609], [3, 0.9796658259773013], [1, 1.0]]
2	[[0, 0.0], [1, 0.19996180290297938], [0, 0.38416730328495036], [3, 0.4816653934300993], [0, 0.7837089381207029], [1, 0.8192322383498855], [3, 0.9310542398777693], [3, 0.9604660045836516], [3, 0.9891138273491215], [1, 1.0]]
2	[[0, 0.0], [1, 0.1785318441469861], [0, 0.34299599283826415], [3, 0.43004518714297896], [0, 0.6997186460908859], [1, 0.7314349049364822], [3, 0.8312729132918407], [3, 0.8575326114758292], [3, 0.8831102395771165], [3, 0.9475658623923608], [3, 1.0]]
2	[[0, 0.0], [1, 0.16844984313410025], [0, 0.3236264178264017], [3, 0.40575979406322904], [0, 0.6602043278899525], [1, 0.6901295149223715], [3, 0.7843294988335613], [1, 0.8267235137961548], [3, 0.850132732684418], [3, 0.9159359665352748], [3, 0.9273590218003379], [3, 0.9670179390234093], [3, 1.0]]
2	[[0, 0.0], [1, 0.1618363088337584], [0, 0.310920472988639], [3, 0.38982919854702835], [0, 0.6342839477548496], [1, 0.6630342375763196], [3, 0.7535358219336888], [1, 0.7942653991807713], [3, 0.8167555452507922], [3, 0.8638225519746503], [3, 0.9338434191204884], [3, 0.9502279928897133], [3, 0.9847747121106731], [3, 1.0]]
2	[[1, 0.0], [3, 0.11096840482918058], [3, 1.0]]
2	[[1, 0.0], [3, 0.11410761989568757], [3, 1.0]]
2	[[1, 0.0], [3, 0.6345061878184907], [3, 0.6590876000970638], [3, 1.0]]
2	[[1, 0.0], [3, 0.07700231779551893], [3, 0.6439179328697743], [1, 0.8453944544596103], [3, 0.8660829255730106], [3, 0.9581938363808052], [3, 1.0]]
2	[[1, 0.0], [3, 0.16797185336511178], [1, 1.0]]
2	[[1, 0.0], [3, 0.7294233612617053], [1, 1.0]]
2	[[1, 0.0], [3, 0.5156671889062969], [3, 1.0]]
2	[[1, 0.0], [3, 0.38400625550770145], [3, 0.8047387953182986], [3, 0.9769390212116322], [3, 1.0]]
2	[[0, 0]]
2	[[0, 0.0], [3, 0.4497150997150997], [3, 1.0]]
2	[[0, 0.0], [3, 0.036077526112495144], [3, 0.24016638859049666], [3, 0.97192192535369], [3, 1.0]]
2	[[1, 0.0], [3, 0.7799865981684163], [3, 1.0]]
2	[[3, 0.0], [3, 1.0]]
2	[[3, 0.0], [3, 0.3141281029727245], [3, 1.0]]
2	[[2, 0.0], [1, 0.2578789694427801], [2, 0.6423007789095266], [3, 1.0]]
2	[[3, 0]]
0	[[0, 0.0], [3, 0.9179981634527089], [0, 1.0]]
0	[[0, 0.0], [3, 0.3765844838302601], [3, 1.0]]
0	[[0, 0.0], [1, 0.6578050443081118], [0, 0.9161554192229039], [3, 1.0]]
0	[[0, 0.0], [1, 0.021346723886209795], [0, 0.02973056673892846], [3, 1.0]]
0	[[0, 0.0], [1, 0.06553925563705515], [0, 0.09127954360228199], [3, 1.0]]
0	[[0, 0.0], [1, 0.3311599176389842], [3, 0.4869595058339053], [3, 1.0]]
0	[[0, 0.0], [1, 0.29189352692075016], [3, 0.42921960072595283], [3, 1.0]]
0	[[0, 0.0], [1, 0.06497878930711737], [0, 0.09049895629923911], [1, 0.157699818194061], [3, 1.0]]
0	[[0, 0.0], [1, 0.22652582159624413], [3, 0.3330985915492958], [3, 0.4507042253521127], [3, 1.0]]
0	[[0, 0.0], [1, 0.09047440465029065], [3, 0.8325520345021564], [3, 0.9092443277704857], [3, 0.9368085505344084], [3, 1.0]]
0	[[0, 0.0], [1, 0.012395473404323645], [3, 0.018227126176927722], [3, 0.03630011175193639], [3, 0.9492620518683126], [3, 1.0]]
0	[[0, 0.0], [1, 0.02038014783526927], [0, 0.028384371700105597], [1, 0.04946145723336853], [0, 0.05611404435058078], [1, 0.08], [3, 1.0]]
0	[[0, 0.0], [1, 0.021637741602762457], [0, 0.030135880532759316], [1, 0.05251356563074577], [0, 0.05957666263061124], [1, 0.084936544239652], [3, 1.0]]
0	[[0, 0.0], [1, 0.017033820518251783], [0, 0.02372378733319212], [1, 0.04134011155828567], [0, 0.04690037421450258], [3, 0.45099908211537104], [3, 1.0]]
0	[[0, 0.0], [1, 0.03946184673264087], [0, 0.05496033368774025], [1, 0.09577165289932117], [3, 0.11793571603827595], [3, 0.15976936288541752], [3, 1.0]]
0	[[0, 0.0], [3, 0.03943659749384111], [0, 0.08590487799586186], [3, 0.8893215066934127], [3, 0.8912603971273652], [3, 0.9581333790935145], [3, 0.981684093011513], [3, 0.9968322909085171], [3, 1.0]]
0	[[0, 0.0], [1, 0.014392888570704133], [0, 0.020045639625934045], [1, 0.034930720241024955], [3, 0.04301460169731681], [3, 0.05827255507330679], [3, 0.07069667546646383], [3, 0.09268125344907303], [3, 1.0]]
0	[[0, 0.0], [1, 0.0019167932942029417], [3, 0.017638470935256084], [3, 0.019263276028165938], [3, 0.019847252430752117], [1, 0.08268629145189643], [3, 0.08789838016069283], [3, 0.1700980246104341], [3, 1.0]]
0	[[0, 0.0], [1, 0.18377451913921158], [0, 0.25595124738145114], [1, 0.44601028375547513], [0, 0.5059988573605028], [1, 0.7213864025899829], [0, 0.7543325080936965], [3, 0.7943248904970481], [3, 0.8885926490192344], [3, 1.0]]
0	[[0, 0.0], [1, 0.0600012435490891], [0, 0.08356649878753963], [1, 0.1456195983336442], [0, 0.3352608344214388], [1, 0.36268109183610026], [3, 0.400049741963564], [3, 0.5904992849592737], [3, 0.9259466517440776], [3, 0.9669215942299322], [3, 1.0]]
0	[[0, 0.0], [1, 0.01227313772622636], [0, 0.017093364874661374], [1, 0.02978620575629237], [0, 0.03379246314879113], [1, 0.04817683492947715], [0, 0.05037709692599234], [3, 0.053047935187658185], [3, 0.05934348251872766], [3, 0.9963498543757233], [3, 1.0]]
0	[[0, 0.0], [1, 0.05606553567278643], [0, 0.07808505693702068], [1, 0.13606785963281431], [3, 0.16755751801069022], [3, 0.22699279572391354], [3, 0.2753892633046712], [3, 0.3184987218219847], [3, 0.34818731117824775], [1, 0.39826864977922377], [3, 1.0]]
0	[[0, 0.0], [1, 0.018122746394230768], [0, 0.025240384615384616], [1, 0.04398287259615385], [3, 0.10206956129807693], [3, 0.1084735576923077], [3, 0.15887920673076922], [3, 0.17852313701923078], [3, 0.197265625], [3, 0.2119140625], [3, 1.0]]
0	[[0, 0.0], [1, 0.004000878949572341], [0, 0.0055722086095598205], [1, 0.009709905181241889], [3, 0.02253344776261728], [3, 0.023947229857751134], [3, 0.03507506312267566], [3, 0.03941176714469915], [3, 0.043549463716381215], [3, 0.04678333478442932], [3, 1.0]]
0	[[0, 0.0], [1, 0.12414769072430207], [0, 0.17290621381705906], [1, 0.3012993696127621], [0, 0.3418242634761353], [1, 0.48732793001415153], [0, 0.5095844590248295], [3, 0.536601054933745], [3, 0.7170976456966422], [3, 0.7577511900167245], [3, 0.8201466615206484], [3, 1.0]]
0	[[0, 0.0], [1, 0.001263969151293833], [0, 0.0017603881236672658], [1, 0.0030675810904975715], [3, 0.007118831437597908], [3, 0.007565477531474797], [3, 0.01108101452844127], [3, 0.012451078499688264], [3, 0.013758271466518571], [3, 0.01477992528828975], [3, 0.016334672835010767], [3, 1.0]]
0	[[0, 0.0], [1, 0.06757703081232493], [0, 0.09411764705882353], [1, 0.16400560224089636], [3, 0.3806022408963585], [3, 0.40448179271708684], [3, 0.592436974789916], [3, 0.6656862745098039], [3, 0.7355742296918768], [3, 0.7901960784313725], [3, 0.9210084033613445], [3, 1.0]]
0	[[0, 0.0], [1, 0.010599503525845214], [0, 0.036225038992992245], [1, 0.03829001999077349], [1, 0.10433646009534062], [3, 0.14136332681619473], [3, 0.19551415830056457], [3, 0.4578326486676479], [3, 0.49177302783330773], [3, 0.9400935831813888], [3, 0.9650271303354496], [3, 1.0]]
0	[[0, 0.0], [1, 0.011782805650862647], [0, 0.01641045678213409], [1, 0.028596197755772355], [0, 0.03244239856408503], [3, 0.311969621118695], [3, 0.6206913393325926], [1, 0.8477392886360029], [3, 0.9134910072162054], [3, 0.9848349796700815], [3, 0.9910499517698629], [3, 0.9963613719337232], [3, 0.9988034041929694], [3, 1.0]]
0	[[0, 0.0], [1, 0.01140661938534279], [0, 0.015886524822695036], [1, 0.027683215130023642], [0, 0.03140661938534279], [3, 0.30200945626477543], [3, 0.6008747044917258], [1, 0.8206737588652482], [3, 0.851903073286052], [1, 0.9593026004728132], [3, 0.9754728132387707], [1, 0.9841252955082742], [3, 0.9951063829787234], [1, 1.0]]
0	[[0, 0.0], [1, 0.06359143327841846], [0, 0.0885667215815486], [1, 0.15433278418451402], [0, 0.17509060955518946], [1, 0.24962108731466226], [0, 0.26102141680395385], [3, 0.27485996705107085], [3, 0.3673146622734761], [3, 0.38813838550247115], [3, 0.4327512355848435], [3, 0.6255024711696869], [3, 0.9129489291598023], [3, 0.9805601317957167], [3, 1.0]]
0	[[0, 0.0], [1, 0.018743323298047974], [0, 0.02610469068660775], [1, 0.04548897737205011], [3, 0.10556472759056036], [3, 0.11218801592696902], [3, 0.16431970476837915], [3, 0.18463630183548607], [3, 0.20402058852092841], [3, 0.21917063222297756], [3, 0.24222589103622413], [3, 0.26531999611537344], [3, 0.3595610371952996], [3, 0.9433232980479751], [3, 1.0]]
0	[[0, 0.0], [1, 0.0012637605848133957], [0, 0.001760097643512128], [1, 0.003067074911536759], [3, 0.0071176567652443574], [3, 0.0075642291584271226], [3, 0.011079186059607593], [3, 0.012449023957757656], [3, 0.013756001225782287], [3, 0.014777486465320577], [3, 0.0163319774644641], [3, 0.017889087656529516], [3, 0.024243249685042052], [3, 0.06360317131878983], [3, 1.0]]
0	[[0, 0.0], [1, 0.0012625552286140806], [0, 0.001758418888349559], [1, 0.0030641495807400797], [3, 0.007110868049240962], [3, 0.007557014508264176], [3, 0.011068618895414635], [3, 0.012437150262389068], [3, 0.01374288095477959], [3, 0.014763391916768173], [3, 0.01631640026533285], [3, 0.01787202530867186], [3, 0.02422012683119571], [3, 0.9990213561544007], [3, 1.0]]
0	[[0, 0.0], [1, 0.011715430375136579], [0, 0.01631662012868763], [1, 0.028432681801626804], [0, 0.03225688964428797], [3, 0.31018574723807213], [3, 0.6171421634090082], [1, 0.8428918295495933], [3, 0.9082675731455627], [3, 0.9792035935413379], [3, 0.985383027801384], [3, 0.9906640767269637], [3, 0.9930921451984946], [3, 0.996030108049047], [3, 0.9978632997450528], [3, 1.0]]
0	[[0, 0.0], [1, 0.011462849676308132], [0, 0.01596483934192552], [1, 0.027819682841361288], [0, 0.031561442062125085], [3, 0.3034982479063966], [3, 0.6038367880263705], [1, 0.8247193680584427], [3, 0.8886856328324524], [3, 0.9580922967274456], [3, 0.9641385044841717], [3, 0.969305695789036], [3, 0.9716814159292035], [3, 0.9745560372988062], [3, 0.9763497060046327], [3, 0.9844033972798004], [3, 0.9873017758508048], [3, 0.9909128704638593], [3, 0.9952010453168617], [3, 1.0]]
0	[[0, 0.0], [1, 0.001051001337440044], [0, 0.0014637780285175327], [1, 0.0025507203443363552], [3, 0.005919370226929159], [3, 0.0062907603368432055], [3, 0.00921395991165054], [3, 0.010353180014202133], [3, 0.011440122330020955], [3, 0.01228963636442845], [3, 0.013582422465507551], [3, 0.014877386807700519], [3, 0.01916416531978758], [3, 0.8317232501100011], [3, 0.8358314128507512], [3, 0.8372440022130929], [3, 0.8415743455474574], [3, 0.8474926266538295], [3, 0.8510235554994053], [3, 0.8537714066645465], [3, 0.8561206397058503], [3, 0.8575212487420658], [3, 0.8592213659314377], [3, 0.9011220119977521], [3, 0.9159885075998833], [3, 0.9176189210736114], [3, 0.9184379397324248], [3, 0.9213840108389277], [3, 0.9256261354081806], [3, 0.9263122813590482], [3, 0.9429562217100935], [3, 0.9436238526114933], [3, 0.9561966603207243], [3, 0.9837775493044876], [3, 1.0]]
0	[[1, 0.0], [3, 0.06895115092177898], [3, 1.0]]
0	[[1, 0.0], [3, 0.02757299346078554], [3, 1.0]]
0	[[1, 0.0], [3, 0.010674320358605566], [3, 1.0]]
0	[[1, 0.0], [3, 0.20009023234829687], [3, 0.4125874125874126], [3, 0.9474396571170765], [3, 1.0]]
0	[[1, 0.0], [3, 0.05777551539832018], [1, 0.316110969712395], [3, 0.4217358106388394], [1, 0.5780096716721812], [3, 0.9849834563502163], [3, 1.0]]
0	[[1, 0.0], [3, 0.012620225718574527], [1, 0.06904986935008617], [3, 0.09212208817479291], [3, 0.24134096847723355], [3, 0.694445988769667], [3, 1.0]]
0	[[1, 0.0], [3, 0.003098003357307603], [3, 0.01371582984182441], [0, 0.021604137949858746], [1, 0.03653460346921786], [0, 0.12729108948725998], [1, 0.14074761508331854], [0, 1.0]]
0	[[1, 0.0], [3, 0.00267404876899517], [3, 0.011838850276828837], [0, 0.018647661679820945], [3, 0.4746142066203322], [3, 0.8594416303451525], [3, 0.987242313582283], [3, 0.9889504064082931], [1, 1.0]]
0	[[1, 0.0], [3, 1.0]]
0	[[1, 0.0], [3, 0.36504751847940864], [3, 1.0]]
0	[[1, 0.0], [3, 0.5196923961477649], [3, 1.0]]
0	[[1, 0.0], [3, 0.1877645348082366], [3, 0.2098361507101867], [3, 0.2229492872166394], [3, 1.0]]
0	[[1, 0.0], [0, 0.34324942791762014], [1, 0.5277323744142967], [3, 0.7296502124877411], [3, 1.0]]
0	[[3, 0.0], [3, 1.0]]
0	[[3, 0.0], [3, 0.8704217536071032], [3, 0.9661487236403996], [3, 1.0]]
0	[[3, 0.0], [3, 0.5468589083419155], [3, 1.0]]
0	[[3, 0.0], [3, 0.1067658590529808], [3, 1.0]]
0	[[3, 0.0], [3, 0.04923276621389829], [3, 1.0]]
0	[[3, 0.0], [3, 0.002372924528934262], [1, 1.0]]
0	[[3, 0.0], [3, 0.027988614800759013], [3, 0.04757010331014126], [0, 0.06435800126502214], [1, 1.0]]
0	[[3, 0.0], [3, 0.17942219969589457], [3, 0.3049501605000845], [0, 0.4125696908261531], [3, 1.0]]
0	[[3, 0.0], [3, 0.065277521666974], [3, 0.1109472001966931], [0, 0.15010141987829614], [3, 1.0]]
0	[[3, 0.0], [3, 0.002371557389679036], [3, 0.00403075432049968], [0, 0.00545324213332976], [1, 1.0]]
0	[[0, 0.0], [3, 0.17507739061497224], [3, 0.31605100230284267], [1, 0.9514185133451621], [3, 1.0]]
0	[[3, 0.0], [3, 0.1619724230704557], [3, 1.0]]
0	[[3, 0.0], [3, 0.6044237135118868], [3, 1.0]]
0	[[3, 0.0], [3, 0.6101525001518926], [3, 1.0]]
0	[[3, 0.0], [3, 0.6083414102253453], [3, 1.0]]
0	[[3, 0.0], [0, 1.0]]
0	[[3, 0.0], [1, 0.016304347826086956], [3, 1.0]]
0	[[3, 0.0], [3, 0.687390007595265], [3, 0.7144921361219688], [3, 0.9041514606991349], [3, 0.972638520961079], [3, 1.0]]
2	[[0, 0.0], [1, 0.3196340925200273], [3, 1.0]]
2	[[0, 0.0], [1, 0.28473397031142034], [3, 1.0]]
2	[[0, 0.0], [1, 0.2257101843457238], [3, 1.0]]
2	[[0, 0.0], [3, 0.05081680280046674], [0, 0.4706923376118242], [3, 1.0]]
2	[[0, 0.0], [3, 0.21147620589187438], [3, 0.9886694723211396], [3, 1.0]]
2	[[0, 0.0], [3, 0.062482813041762814], [0, 0.5787491481246787], [3, 0.941498583196834], [3, 1.0]]
2	[[0, 0.0], [1, 0.5873221216041398], [3, 0.7700517464424321], [3, 0.8428201811125485], [3, 1.0]]
2	[[0, 0.0], [1, 0.356008625759655], [3, 0.46677122132915116], [3, 0.5108802195647912], [3, 1.0]]
2	[[0, 0.0], [1, 0.5652038593215064], [3, 0.741051976346094], [3, 0.8110799875505758], [0, 1.0]]
2	[[0, 0.0], [1, 0.28437206388975883], [0, 0.7994049483244597], [1, 0.9707171938615722], [3, 1.0]]
2	[[0, 0.0], [1, 0.1239252081342978], [3, 0.26136208543742323], [3, 0.5335062099085573], [3, 1.0]]
2	[[0, 0.0], [1, 0.1911377749710557], [3, 0.4031154615303652], [3, 0.4979475844647932], [0, 1.0]]
2	[[0, 0.0], [1, 0.3547567884352413], [3, 0.7481930064465716], [3, 0.9273295565540145], [3, 1.0]]
2	[[0, 0.0], [1, 0.13599940088369655], [3, 0.2868269302778402], [3, 0.5854864075488654], [3, 0.9288549389650266], [3, 1.0]]
2	[[0, 0.0], [1, 0.449393714427122], [3, 0.5892105914377629], [3, 0.6448898787428854], [3, 0.8817124474140065], [3, 0.9364018807225934], [3, 1.0]]
2	[[0, 0.0], [1, 0.24938203790167537], [3, 0.3269706124691019], [3, 0.3578687173853337], [3, 0.6439165064542708], [3, 0.8407031035429827], [3, 1.0]]
2	[[0, 0.0], [1, 0.34583888783088934], [3, 0.4534374404875262], [3, 0.49628642163397446], [3, 0.586745381832032], [3, 0.654351552085317], [3, 0.7217672824223957], [3, 1.0]]
2	[[0, 0.0], [1, 0.02262223606353161], [3, 0.029660541887262536], [3, 0.032463407038305823], [3, 0.04438492681407661], [3, 0.04713796325132358], [3, 0.048670196200560574], [3, 0.0565057614450327], [3, 0.05827468078480224], [3, 0.10624727499221426], [3, 1.0]]
2	[[0, 0.0], [1, 0.10329332802457199], [3, 0.21784881406063364], [3, 0.4446846026960924], [0, 0.7526306808486434], [3, 0.7882941812183607], [0, 0.8219668960809965], [3, 0.8487003014618053], [3, 0.9216199306069052], [3, 0.9369774188043911], [3, 1.0]]
2	[[0, 0.0], [1, 0.1359484952837251], [3, 0.17824524629435545], [3, 0.19508908519239407], [3, 0.2667315466387184], [3, 0.283275939511903], [3, 0.2924839047761641], [3, 0.30678245246294356], [3, 0.8169636173079803], [3, 0.820482108100015], [1, 0.8409941608025153], [3, 1.0]]
2	[[0, 0.0], [1, 0.10553231055323105], [3, 0.22257089725708973], [3, 0.45432357043235705], [0, 0.7689446768944677], [3, 0.8053812180381218], [0, 0.8397838214783822], [3, 0.8670966992096699], [3, 0.9415969316596932], [3, 0.9572873082287309], [3, 0.9882031613203162], [3, 1.0]]
2	[[0, 0.0], [1, 0.07704055659256745], [3, 0.16248090955370778], [3, 0.33166468691668083], [0, 0.5613439674189716], [3, 0.5879433225861191], [0, 0.6130578652638724], [3, 0.6329967758357373], [0, 0.7067707449516375], [3, 0.7256914983879179], [3, 0.8659426438146954], [3, 1.0]]
2	[[0, 0.0], [1, 0.06860337728079785], [3, 0.08994748970571569], [3, 0.09844735748555022], [3, 0.13460012844244645], [3, 0.1429488874617506], [3, 0.14759548184806015], [3, 0.17135733444146425], [3, 0.17672169544029315], [3, 0.3222016546409278], [3, 0.3376147482150278], [3, 0.43118884817347286], [3, 0.47565260095954065], [1, 0.5105965018321937], [0, 0.6905292584337577], [3, 0.7232443050885875], [0, 0.737297419817914], [1, 1.0]]
2	[[2, 0.0], [3, 1.0]]
2	[[2, 0.0], [0, 0.11156927426955703], [3, 1.0]]
2	[[2, 0.0], [0, 0.029677217173299904], [3, 1.0]]
2	[[2, 0.0], [0, 0.012663475167821134], [3, 0.08083496028456046], [1, 1.0]]
2	[[2, 0.0], [3, 0.17975970425138632], [3, 0.22978280961182995], [3, 1.0]]
2	[[3, 0.0], [1, 0.9833887043189369], [3, 1.0]]
2	[[3, 0.0], [1, 0.08640560468787165], [0, 0.0961251540640474], [1, 0.0993145501329816], [3, 0.10050381646377063], [3, 0.10194174757281553], [3, 0.10379051614158756], [3, 0.11372629575972495], [0, 0.11504530023569097], [3, 0.9992540056652324], [3, 1.0]]
2	[[3, 0.0], [1, 0.565365025466893], [0, 0.6289615166949633], [1, 0.6498302207130731], [3, 0.6576117713638936], [3, 0.6670203735144312], [3, 0.6791171477079796], [3, 0.744128466327108], [0, 0.7527589134125636], [1, 0.9361912846632711], [3, 0.9681663837011885], [1, 1.0]]
2	[[3, 0.0], [1, 0.4181884778399874], [0, 0.46522944900842444], [1, 0.4806655852650306], [3, 0.4864214326827482], [3, 0.49338077546962483], [3, 0.5023285019098949], [3, 0.5504159907906442], [0, 0.556799748835749], [3, 0.6881377217309403], [3, 0.8283187692951703], [3, 1.0]]
2	[[1, 0.0], [0, 0.4888709024686362], [3, 1.0]]
2	[[1, 0.0], [0, 0.8711977186311787], [0, 1.0]]
